PREM_COUNTY_NAME,LICENSENO,APP_OR_LIC,LICENSE_TYPE_CODE,PRIMARY_LICENSEE,PRIMARY_DBA,PREM_ADDRESSLINE1,PREM_ADDRESSLINE2,PREM_CITY,PREM_ZIP
ALAMEDA,537692,APP,48,"BROWN, WILLIAM PAUL",APT C,8916 INTERNATIONAL BLVD,,OAKLAND,94621-1104
ALAMEDA,529980,APP,48,"KEPLER-KORN, FRA MATHIEU",1222 THE,412 14TH ST,,OAKLAND,94612-2702
ALAMEDA,478828,APP,48,MVMT LLC,LAYOVER THE,1517 FRANKLIN ST,,OAKLAND,94612-2803
ALAMEDA,540374,APP,48,POISONING OAKLAND INC,MERCHANTS SALOON,401 & 407 SECOND ST,,OAKLAND,94607
ALAMEDA,532937,APP,48,SHATTUCK DOWN LOW INC.,LEATHERWOOD,135 12TH ST,,OAKLAND,94607-4905
ALAMEDA,537856,APP,48,"TOWNSHIP GROUP, INC.",DOUBLE STANDARD THE,2424 TELEGRAPH AVE,,OAKLAND,94612-2405
ALAMEDA,473862,LIC,48,151 INDUSTRY LLC,SOMAR BAR,1727 TELEGRAPH AVE,,OAKLAND,94612-2107
ALAMEDA,435407,LIC,48,3255 LAKESHORE LLC,EASY LOUNGE,3255 LAKESHORE AVE,,OAKLAND,94610
ALAMEDA,485202,LIC,48,AKG PARTNERS LLC,ERA ART BAR & LOUNGE,19 GRAND AVE,,OAKLAND,94612-3727
ALAMEDA,415825,LIC,48,"ANTON, CARLOS ALBERTO",CLUB ANTON LLC,428 3RD ST,,OAKLAND,94607
ALAMEDA,478261,LIC,48,BAGGYS BY THE LAKE LLC,BAGGYS BY THE LAKE LLC,288 E 18TH ST,,OAKLAND,94606-1729
ALAMEDA,478779,LIC,48,BAITSHOP DIVES LLC,KINGFISH PUB & CAFE,5227 CLAREMONT AVE,,OAKLAND,94618-1032
ALAMEDA,501645,LIC,48,BAR DOGWOOD LLC,BAR DOGWOOD,1644 TELEGRAPH AVE,,OAKLAND,94612-2112
ALAMEDA,396808,LIC,48,BENCH & BAR INC,CLUB 21,2111 FRANKLIN ST,,OAKLAND,94612
ALAMEDA,478975,LIC,48,BENCH AND BAR INC,BENCH AND BAR,510 17TH ST,,OAKLAND,94612-1553
ALAMEDA,472887,LIC,48,BERKELEY ESL EXCHANGE INC,EGBERT SOUSES,3758 PIEDMONT AVE,,OAKLAND,94611-5348
ALAMEDA,483161,LIC,48,"BONIN, KYESON",SMITTYS,3339 GRAND AVE,,OAKLAND,94610-2738
ALAMEDA,155508,LIC,48,"BROOKMAN, CAROL",HEINOLDS FIRST & LAST CHANCE,56 JACK LONDON SQ,,OAKLAND,94607
ALAMEDA,288837,LIC,48,"CARRASCO, SIJIFREDO",,2808 INTERNATIONAL BLVD,,OAKLAND,94601
ALAMEDA,527679,LIC,48,"CDJ GROUP, LLC",PARLIAMENT,811 WASHINGTON ST,,OAKLAND,94607-4029
ALAMEDA,347875,LIC,48,"CHITTOCK, JUANITA LOUISE",STORK CLUB,2330 TELEGRAPH AVE,,OAKLAND,94612
ALAMEDA,267368,LIC,48,CHRISTINA & XOCHITL INC,19TH STREET STATION,339 19TH ST,,OAKLAND,94612
ALAMEDA,454672,LIC,48,CIM OAKLAND DOWNTOWN INC,COURTYARD BY MARRIOTT OAKLAND DOWNTOWN,988 BROADWAY,,OAKLAND,94607-4064
ALAMEDA,488792,LIC,48,DRAGON TREE INC,,389 GRAND AVE,,OAKLAND,94610-4825
ALAMEDA,489009,LIC,48,DUTCH PARTNERS LLC,355,355 19TH ST,,OAKLAND,94612-3424
ALAMEDA,320845,LIC,48,EAST BAY HOTEL L-PSHIP,EXECUTIVE INN,1755 EMBARCADERO,,OAKLAND,94606
ALAMEDA,521991,LIC,48,EL CENTRO ENTERTAINMENT LLC,TROPICANA,1933 BROADWAY ST,,OAKLAND,94612-2205
ALAMEDA,515406,LIC,48,ELDERWOOD AND BELGRAVE LLC,NIGHT LIGHT THE,311 BROADWAY,,OAKLAND,94607-3804
ALAMEDA,304008,LIC,48,"EZELL, JANET",TEA CAKES & JANET,3015 38TH AVE,,OAKLAND,94619
ALAMEDA,432423,LIC,48,FLYING DUCK INC,KONA CLUB,4401-05 PIEDMONT AVE,,OAKLAND,94611
ALAMEDA,520813,LIC,48,"HALFTIME SPORTS BAR, LLC",HALFTIME SPORTS BAR,316 14TH ST,,OAKLAND,94612-3907
ALAMEDA,484132,LIC,48,HEART AND DAGGER INC,HEART AND DAGGER SALOON,504 LAKE PARK AVE,,OAKLAND,94610-2732
ALAMEDA,184907,LIC,48,HERNANDEZ & WELTIN INC,ALOHA CLUB,952 FRUITVALE AVE,,OAKLAND,94601
ALAMEDA,302988,LIC,48,"HIGDON, BOBBY J",2101 CLUB,2101 MACARTHUR BLVD,,OAKLAND,94602
ALAMEDA,452488,LIC,48,"HOWARD, CURTIS LEE",AVENUE THE,4822 TELEGRAPH AVE,,OAKLAND,94609-2010
ALAMEDA,452088,LIC,48,"HUFF, ROBERT JAMES II",PHOENIX LOUNGE THE,3411 MACARTHUR BLVD,,OAKLAND,94602-3823
ALAMEDA,256633,LIC,48,"JACKSON, WILLIE N",,4318 MARTIN LUTHER KING JR WY,,OAKLAND,94609
ALAMEDA,357038,LIC,48,"JANKE, OK HWA",KIMS BACKYARD,2424 TELEGRAPH AVE,,OAKLAND,94612-2405
ALAMEDA,438465,LIC,48,"JENKINS, JOHN JAMES",MERCHANTS SALOON,401 & 407 SECOND ST,,OAKLAND,94607
ALAMEDA,263337,LIC,48,JOSEPH S MARTINEZ INC,GOLDEN HOURS LOUNGE,1358 FRUITVALE AVE,,OAKLAND,94601
ALAMEDA,301230,LIC,48,"KWON, SUK H",SOONS COCKTAIL LOUNGE,3449 FRUITVALE AVE,,OAKLAND,94602
ALAMEDA,436948,LIC,48,LAUREL MCWONG LLC,LAUREL LOUNGE,3932 MACARTHUR BLVD,,OAKLAND,94619
ALAMEDA,483091,LIC,48,LOUNGE GROUP LLC,LIEGE,481 9TH ST,,OAKLAND,94607-4047
ALAMEDA,332887,LIC,48,"MAHANI, MAJID K",GRADUATE THE,6202 CLAREMONT AVE,,OAKLAND,94618
ALAMEDA,509458,LIC,48,MANNYS CLUB LLC,,2120 BROADWAY ,,OAKLAND,94612-2310
ALAMEDA,452473,LIC,48,MCHAMPTON MCYOUNG & MCNALLY LLC,MCNALLY IRISH PUB,5352 COLLEGE AVE,,OAKLAND,94618-1417
ALAMEDA,478828,LIC,48,MVMT LLC,LAYOVER THE,1517 FRANKLIN ST,,OAKLAND,94612-2803
ALAMEDA,370558,LIC,48,NORTH COAST INVESTMENT CORPORATION,WHITE HORSE INN,6551 TELEGRAPH AVE,,OAKLAND,94609
ALAMEDA,198934,LIC,48,PARKWAY INC,PARKWAY LOUNGE,1850 PARK BLVD,,OAKLAND,94606
ALAMEDA,539772,LIC,48,"PERRY, CHESTER FRANCIS",GEORGE KAYES,4044 BROADWAY,,OAKLAND,94611-5618
ALAMEDA,358779,LIC,48,PLAYERS COMFORT ZONE LLC,PLAYERS COMFORT ZONE,8452 EDES AVE,,OAKLAND,94621
ALAMEDA,266180,LIC,48,R GO CORPORATION,GEORGE & WALTS,5445 COLLEGE AVE,,OAKLAND,94618
ALAMEDA,427470,LIC,48,RAG ENTERTAINMENT,AIR BAR,492 9TH ST,,OAKLAND,94607
ALAMEDA,401639,LIC,48,"REEVES, CYNTHIA ANN",CONTEMPORARY ART CAFE,1621 TELEGRAPH AVE,,OAKLAND,94612
ALAMEDA,442872,LIC,48,"RIOS, MICHELLE",CLUB EL REY,5322 FOOTHILL BLVD,,OAKLAND,94601-5514
ALAMEDA,314514,LIC,48,"ROSENKRANTZ, SCOTT",HUT THE,5515 COLLEGE AVE,,OAKLAND,94618
ALAMEDA,366061,LIC,48,RUBY ROOM INC,RUBY ROOM THE,132 14TH ST,,OAKLAND,94612-4311
ALAMEDA,145838,LIC,48,"SMITH, SHIRLEY H",SPORTS PAGE BAR,10440 MACARTHUR BLVD,,OAKLAND,94605
ALAMEDA,529081,LIC,48,SPOOKY MAGIC INC.,LEGIONNAIRE SALOON THE,2272 TELEGRAPH AVE,,OAKLAND,94612-2331
ALAMEDA,458117,LIC,48,SYNDICATE ENTERPRISES GROUP LLC THE,UPTOWN,1928 TELEGRAPH AVE,,OAKLAND,94612-2202
ALAMEDA,4561,LIC,48,"TALCO, JOHN E",,9348 INTERNATIONAL BLVD,,OAKLAND,94603
ALAMEDA,487774,LIC,48,TRALTI INC,RADIO BAR,435 13TH ST,,OAKLAND,94612-2601
ALAMEDA,527160,LIC,48,TRANSVERSE EQUITY LLC,LAKESIDE CLUB,338 E 18TH ST,,OAKLAND,94606-1814
ALAMEDA,508480,LIC,48,UPDOG LLC,MAKE WESTING,1741 TELEGRAPH AVE,,OAKLAND,94612-2107
ALAMEDA,406533,LIC,48,"WILLIAMS, ROBERT JOE",SOUTHERN KNIGHTS,6041 SAN PABLO AVE,,OAKLAND,94608
ALAMEDA,350067,LIC,48,"YEE, KINGMAN",KINGMANS LUCKY LOUNGE,3332 GRAND AVE,,OAKLAND,94610
ALAMEDA,501373,APP,48,DIAMOND PLEASANTON ENTERPRISE INC,NEO NIGHT CLUB,4825 HOPYARD RD,STE F10,PLEASANTON,94588-2772
ALAMEDA,97514,LIC,48,"CARPENSON, MAUREEN O",YALL COME BACK SALOON,5321 HOPYARD RD,STE C,PLEASANTON,94588
ALAMEDA,415159,LIC,48,RB HOSPITALITY INC,ROSE HOTEL,807 MAIN ST,,PLEASANTON,94566
ALAMEDA,111846,LIC,48,"ROSSI, ROBERT A",,1807 SANTA RITA RD,STE K,PLEASANTON,94566
ALAMEDA,540682,APP,48,"BETTENCOURT, RAYMOND LOUIS",SHILO'S COCKTAIL LOUNGE,991 MANOR BLVD,,SAN LEANDRO,94579
ALAMEDA,539061,APP,48,IC BURGOS INC.,FARALLON ,1680 WASHINGTON AVE,,SAN LEANDRO,94577-4409
ALAMEDA,539809,APP,48,"SANTIAGO, BERTA ALICIA",STADIUM,15698 E 14TH ST,,SAN LEANDRO,94578
ALAMEDA,518093,LIC,48,"BURGOS, JUAN FERNANDO",FARALLON ,1680 WASHINGTON AVE,,SAN LEANDRO,94577-4409
ALAMEDA,485558,LIC,48,"BURGOS, JULIO SERAFIN",LA OFICINA DSL,14501 E 14TH ST,,SAN LEANDRO,94578-2814
ALAMEDA,509641,LIC,48,"BURGOS, JULIO SERAFIN",LA OFICINA,15293 HESPERIAN BLVD,,SAN LEANDRO,94578-3929
ALAMEDA,531305,LIC,48,"CHRISTIAN, DENNIS  RAY ",WASHINGTON CLUB,1746 WASHINGTON AVE,,SAN LEANDRO,94577-4417
ALAMEDA,518509,LIC,48,"GUZMAN, ENILDA M",COYOTE BAR,2089 DOOLITTLE DR,,SAN LEANDRO,94577-3236
ALAMEDA,462522,LIC,48,"KIM, DANIEL YOUN",VICTORIAN PUB,15325 WASHINGTON AVE,,SAN LEANDRO,94579-1811
ALAMEDA,343643,LIC,48,"KO, CHONG",GUIDOS,991 MANOR BLVD,,SAN LEANDRO,94579
ALAMEDA,350440,LIC,48,LONG BRANCH SALOON INC,LONG BRANCH SALOON,1680 WASHINGTON AVE,,SAN LEANDRO,94577-4409
ALAMEDA,414694,LIC,48,"MILLIGAN, MI JA",CUNHAS COCKTAILS,155 PELTON CENTER WY,,SAN LEANDRO,94577
ALAMEDA,429366,LIC,48,"PARK, KYUNGHEE KIM",BO BOS,16635 E 14TH ST,,SAN LEANDRO,94578
ALAMEDA,526584,LIC,48,"PEREZ, MARIA LUISA LANDA",CLUB CALIENTE,14572 E 14TH ST,,SAN LEANDRO,94578-2815
ALAMEDA,428207,LIC,48,"RAMIRO, GUILLERMINA",STADIUM CLUB,15698 E 14TH ST,,SAN LEANDRO,94578
ALAMEDA,406645,LIC,48,"RODRIGUEZROGERS, LORRAINE CYNTHIA",PAGANOS SPORTS BAR,14830 WASHINGTON AVE,,SAN LEANDRO,94578
ALAMEDA,505450,LIC,48,"RYAN, MICHAEL  JOSEPH",RYAN'S,15009 FARNSWORTH ST,,SAN LEANDRO,94579-1634
ALAMEDA,444888,LIC,48,"SANCHEZ, ABELINA",EL TANAMPA,656 E 14TH ST,,SAN LEANDRO,94577-2820
ALAMEDA,513814,LIC,48,"SOHAL, MANEET SINGH",SHOOTERS,1500 150TH AVE,,SAN LEANDRO,94578-1823
ALAMEDA,417292,LIC,48,"VALENCIA, MARIA ELENA",LA TAVERNA,16343 E 14TH ST,,SAN LEANDRO,94578
ALAMEDA,503330,LIC,48,ZK LOUNGE LLC,PARKER HOUSE LOUNGE,577 BANCROFT AVE,,SAN LEANDRO,94577-2023
ALAMEDA,428279,LIC,48,"KO, CHONG",USHER INN,391 LEWELLING BLVD,,SAN LORENZO,94580
ALAMEDA,412830,LIC,48,"PENA, JOSE G",MANOR HOUSE LOUNGE THE,18250 HESPERIAN BLVD,,SAN LORENZO,94580-3042
ALAMEDA,319373,LIC,48,"MENCONI, BONNIE GENE",MENCONIS LOUNGE,32655 ALVARADO BLVD,STE K,UNION CITY,94587
ALAMEDA,462679,LIC,48,PEPPERTREE LOUNGE LLC,PEPPERTREE LOUNGE,1848 WHIPPLE RD,,UNION CITY,94587-1928
ALAMEDA,473564,LIC,48,"WILSON, CHARLES EDWARD",JIMS COCKTAILS,34696 ALVARADO NILES RD,,UNION CITY,94587-4500
